TRIP_ID,LATITUDE,LONGITUDE
T249,41.16182399044852,-8.652553119326562
T250,41.163625180543846,-8.58336286599735
T251,41.16194121558872,-8.605646579141899
T252,41.167005663166414,-8.646714177053063
T253,41.16376536804073,-8.560260053146617
T254,41.15649734282089,-8.606763507441977
T255,41.14961898432204,-8.633821430152512
T256,41.150786722721044,-8.604783616682386
T257,41.159998688692276,-8.63818375111924
T258,41.15127008798179,-8.611121001180514
T259,41.15789643449644,-8.60719747563969
T260,41.23129821243181,-8.661035590024458
T261,41.10765805816463,-8.656862412749682
T262,41.198066339819796,-8.601157380717744
T263,41.1577477083487,-8.603841557787389
T264,41.15548202719592,-8.603500076010329
T265,41.15788054282409,-8.668846061817753
T266,41.158547906075654,-8.614466661019486
T267,41.16243885520225,-8.600553886158403
T268,41.1621735448608,-8.652450233496428
T269,41.147067314488275,-8.605606145588942
T270,41.15475959568617,-8.66526988738335
T271,41.16508625964183,-8.621759734752674
T272,41.17283746614912,-8.65275977422312
T273,41.163483683787405,-8.603649851723468
T274,41.15955548417149,-8.626115939948216
T275,41.15992167010232,-8.634921832567937
T276,41.19557878019735,-8.66993943720195
T277,41.15844841251019,-8.637224761672421
T278,41.16174123023101,-8.647148116214488
T279,41.1603149726415,-8.619945767057487
T280,41.15700442941147,-8.592534319300208
T281,41.14881756674832,-8.615358663450532
T282,41.15079027978167,-8.608961063216285
T283,41.15063885661463,-8.598293170456184
T284,41.1630857636524,-8.604085550111142
T285,41.16229374437779,-8.597852645099618
T286,41.13763680273726,-8.59449380883787
T287,41.1903899989194,-8.658854205808103
T288,41.15150884085138,-8.605865096849476
T289,41.157053527776085,-8.624568303275609
T290,41.154217360644836,-8.599911303367412
T291,41.16508615392846,-8.605457554134166
T292,41.18692866908231,-8.59472667447638
T293,41.16270279479081,-8.60539118170255
T294,41.15469269138515,-8.598148969867792
T295,41.115123268767476,-8.630595740240897
T296,41.16265842232827,-8.655552430447967
T297,41.16997687878442,-8.604368188029786
T298,41.156382258843635,-8.613497258066735
T299,41.21159327754252,-8.663495832030856
T300,41.22406619252979,-8.626363995866017
T301,41.20403257610362,-8.658942368868082
T302,41.15300507738913,-8.596263956970438
T303,41.16221991139934,-8.62077387083225
T304,41.154533959959814,-8.626274860964728
T305,41.16487412066031,-8.641566630100728
T306,41.158042416048346,-8.634078701037652
T307,41.16551828755214,-8.601698882622582
T308,41.16430234784519,-8.537139727214411
T309,41.1669010782018,-8.598041920500703
T310,41.15840653062389,-8.648512630519523
T311,41.16867242593874,-8.594142251840696
T312,41.174026141979866,-8.646350156918068
T313,41.168642975530005,-8.668362336085483
T314,41.154510177322585,-8.595814268024546
T315,41.167355350307936,-8.618545032062718
T316,41.15632219977368,-8.597197251904936
T317,41.13544206123526,-8.62163876840988
T318,41.152465552193725,-8.626554631927645
T319,41.17789814518158,-8.679346881393393
T320,41.14912196481315,-8.577786753582927
T321,41.138740989828015,-8.589615148460657
T322,41.20693847846501,-8.592146326268608
T323,41.148312974342346,-8.597593200380445
T324,41.159023174138895,-8.625788160323264
T325,41.16043467020759,-8.626992944443415
T326,41.171486884893824,-8.56713625152451
T327,41.17668500056817,-8.586227549091063
